src/linear_algebra/affine_space/independent.lean : line 11 : ERR_MOD : Module docstring missing, or too late
src/linear_algebra/determinant.lean : line 12 : ERR_MOD : Module docstring missing, or too late
src/linear_algebra/direct_sum/tensor_product.lean : line 9 : ERR_MOD : Module docstring missing, or too late
src/linear_algebra/dual.lean : line 8 : ERR_MOD : Module docstring missing, or too late
src/linear_algebra/finsupp.lean : line 10 : ERR_MOD : Module docstring missing, or too late
src/linear_algebra/finsupp_vector_space.lean : line 12 : ERR_MOD : Module docstring missing, or too late
src/logic/relation.lean : line 10 : ERR_MOD : Module docstring missing, or too late
src/logic/relator.lean : line 9 : ERR_MOD : Module docstring missing, or too late
src/measure_theory/category/Meas.lean : line 1 : ERR_COP : Malformed or missing copyright header
src/measure_theory/category/Meas.lean : line 1 : ERR_MOD : Module docstring missing, or too late
src/measure_theory/decomposition.lean : line 14 : ERR_MOD : Module docstring missing, or too late
src/meta/coinductive_predicates.lean : line 8 : ERR_MOD : Module docstring missing, or too late
src/number_theory/basic.lean : line 10 : ERR_MOD : Module docstring missing, or too late
src/number_theory/dioph.lean : line 10 : ERR_MOD : Module docstring missing, or too late
src/number_theory/pell.lean : line 10 : ERR_MOD : Module docstring missing, or too late
src/number_theory/sum_four_squares.lean : line 21 : ERR_MOD : Module docstring missing, or too late
src/order/basic.lean : line 9 : ERR_MOD : Module docstring missing, or too late
src/order/boolean_algebra.lean : line 10 : ERR_MOD : Module docstring missing, or too late
src/order/bounded_lattice.lean : line 14 : ERR_MOD : Module docstring missing, or too late
src/order/complete_boolean_algebra.lean : line 10 : ERR_MOD : Module docstring missing, or too late
src/order/directed.lean : line 9 : ERR_MOD : Module docstring missing, or too late
src/order/filter/partial.lean : line 10 : ERR_MOD : Module docstring missing, or too late
src/order/lattice.lean : line 10 : ERR_MOD : Module docstring missing, or too late
src/order/lexicographic.lean : line 11 : ERR_MOD : Module docstring missing, or too late
src/order/order_iso_nat.lean : line 10 : ERR_MOD : Module docstring missing, or too late
src/order/pilex.lean : line 10 : ERR_MOD : Module docstring missing, or too late
src/order/rel_iso.lean : line 10 : ERR_MOD : Module docstring missing, or too late
src/order/zorn.lean : line 11 : ERR_MOD : Module docstring missing, or too late
src/ring_theory/multiplicity.lean : line 11 : ERR_MOD : Module docstring missing, or too late
src/ring_theory/polynomial/basic.lean : line 16 : ERR_MOD : Module docstring missing, or too late
src/ring_theory/polynomial/scale_roots.lean : line 10 : ERR_MOD : Module docstring missing, or too late
src/ring_theory/tensor_product.lean : line 10 : ERR_MOD : Module docstring missing, or too late
src/ring_theory/unique_factorization_domain.lean : line 11 : ERR_MOD : Module docstring missing, or too late
src/ring_theory/witt_vector/witt_polynomial.lean : line 13 : ERR_MOD : Module docstring missing, or too late
src/set_theory/game/impartial.lean : line 10 : ERR_MOD : Module docstring missing, or too late
src/set_theory/lists.lean : line 13 : ERR_MOD : Module docstring missing, or too late
src/set_theory/schroeder_bernstein.lean : line 11 : ERR_MOD : Module docstring missing, or too late
src/set_theory/zfc.lean : line 10 : ERR_MOD : Module docstring missing, or too late
src/tactic/algebra.lean : line 8 : ERR_MOD : Module docstring missing, or too late
src/tactic/apply_fun.lean : line 8 : ERR_MOD : Module docstring missing, or too late
src/tactic/auto_cases.lean : line 8 : ERR_MOD : Module docstring missing, or too late
src/tactic/chain.lean : line 8 : ERR_MOD : Module docstring missing, or too late
src/tactic/converter/binders.lean : line 10 : ERR_MOD : Module docstring missing, or too late
src/tactic/converter/interactive.lean : line 11 : ERR_MOD : Module docstring missing, or too late
src/tactic/converter/old_conv.lean : line 9 : ERR_MOD : Module docstring missing, or too late
src/tactic/core.lean : line 17 : ERR_MOD : Module docstring missing, or too late
src/tactic/delta_instance.lean : line 8 : ERR_MOD : Module docstring missing, or too late
src/tactic/derive_fintype.lean : line 1 : ERR_COP : Malformed or missing copyright header
src/tactic/derive_inhabited.lean : line 1 : ERR_COP : Malformed or missing copyright header
src/tactic/elide.lean : line 8 : ERR_MOD : Module docstring missing, or too late
src/tactic/ext.lean : line 10 : ERR_MOD : Module docstring missing, or too late
src/tactic/fin_cases.lean : line 13 : ERR_MOD : Module docstring missing, or too late
src/tactic/find.lean : line 8 : ERR_MOD : Module docstring missing, or too late
src/tactic/generalize_proofs.lean : line 7 : ERR_MOD : Module docstring missing, or too late
src/tactic/hint.lean : line 9 : ERR_MOD : Module docstring missing, or too late
src/tactic/interactive.lean : line 0 : ERR_COP : Malformed or missing copyright header
src/tactic/interactive.lean : line 9 : ERR_MOD : Module docstring missing, or too late
src/tactic/interval_cases.lean : line 32 : ERR_MOD : Module docstring missing, or too late
src/tactic/lint/default.lean : line 11 : ERR_MOD : Module docstring missing, or too late
src/tactic/local_cache.lean : line 8 : ERR_MOD : Module docstring missing, or too late
src/tactic/mk_iff_of_inductive_prop.lean : line 14 : ERR_MOD : Module docstring missing, or too late
src/tactic/monotonicity/basic.lean : line 8 : ERR_MOD : Module docstring missing, or too late
src/tactic/monotonicity/interactive.lean : line 11 : ERR_MOD : Module docstring missing, or too late
src/tactic/monotonicity/lemmas.lean : line 10 : ERR_MOD : Module docstring missing, or too late
src/tactic/noncomm_ring.lean : line 8 : ERR_MOD : Module docstring missing, or too late
src/tactic/nth_rewrite/basic.lean : line 8 : ERR_MOD : Module docstring missing, or too late
src/tactic/nth_rewrite/congr.lean : line 10 : ERR_MOD : Module docstring missing, or too late
src/tactic/omega/clause.lean : line 1 : ERR_COP : Malformed or missing copyright header
src/tactic/omega/clause.lean : line 1 : ERR_MOD : Module docstring missing, or too late
src/tactic/omega/coeffs.lean : line 1 : ERR_COP : Malformed or missing copyright header
src/tactic/omega/coeffs.lean : line 1 : ERR_MOD : Module docstring missing, or too late
src/tactic/omega/eq_elim.lean : line 1 : ERR_COP : Malformed or missing copyright header
src/tactic/omega/eq_elim.lean : line 1 : ERR_MOD : Module docstring missing, or too late
src/tactic/omega/find_ees.lean : line 1 : ERR_COP : Malformed or missing copyright header
src/tactic/omega/find_ees.lean : line 1 : ERR_MOD : Module docstring missing, or too late
src/tactic/omega/find_scalars.lean : line 1 : ERR_COP : Malformed or missing copyright header
src/tactic/omega/find_scalars.lean : line 1 : ERR_MOD : Module docstring missing, or too late
src/tactic/omega/int/dnf.lean : line 1 : ERR_COP : Malformed or missing copyright header
src/tactic/omega/int/dnf.lean : line 1 : ERR_MOD : Module docstring missing, or too late
src/tactic/omega/int/form.lean : line 1 : ERR_COP : Malformed or missing copyright header
src/tactic/omega/int/form.lean : line 1 : ERR_MOD : Module docstring missing, or too late
src/tactic/omega/int/main.lean : line 1 : ERR_COP : Malformed or missing copyright header
src/tactic/omega/int/main.lean : line 1 : ERR_MOD : Module docstring missing, or too late
src/tactic/omega/int/preterm.lean : line 1 : ERR_COP : Malformed or missing copyright header
src/tactic/omega/int/preterm.lean : line 1 : ERR_MOD : Module docstring missing, or too late
src/tactic/omega/lin_comb.lean : line 1 : ERR_COP : Malformed or missing copyright header
src/tactic/omega/lin_comb.lean : line 1 : ERR_MOD : Module docstring missing, or too late
src/tactic/omega/main.lean : line 1 : ERR_COP : Malformed or missing copyright header
src/tactic/omega/main.lean : line 1 : ERR_MOD : Module docstring missing, or too late
src/tactic/omega/misc.lean : line 1 : ERR_COP : Malformed or missing copyright header
src/tactic/omega/misc.lean : line 1 : ERR_MOD : Module docstring missing, or too late
src/tactic/omega/nat/dnf.lean : line 1 : ERR_COP : Malformed or missing copyright header
src/tactic/omega/nat/dnf.lean : line 1 : ERR_MOD : Module docstring missing, or too late
src/tactic/omega/nat/form.lean : line 1 : ERR_COP : Malformed or missing copyright header
src/tactic/omega/nat/form.lean : line 1 : ERR_MOD : Module docstring missing, or too late
src/tactic/omega/nat/main.lean : line 1 : ERR_COP : Malformed or missing copyright header
src/tactic/omega/nat/main.lean : line 1 : ERR_MOD : Module docstring missing, or too late
src/tactic/omega/nat/neg_elim.lean : line 1 : ERR_COP : Malformed or missing copyright header
src/tactic/omega/nat/neg_elim.lean : line 1 : ERR_MOD : Module docstring missing, or too late
src/tactic/omega/nat/preterm.lean : line 1 : ERR_COP : Malformed or missing copyright header
src/tactic/omega/nat/preterm.lean : line 1 : ERR_MOD : Module docstring missing, or too late
src/tactic/omega/nat/sub_elim.lean : line 1 : ERR_COP : Malformed or missing copyright header
src/tactic/omega/nat/sub_elim.lean : line 1 : ERR_MOD : Module docstring missing, or too late
src/tactic/omega/prove_unsats.lean : line 1 : ERR_COP : Malformed or missing copyright header
src/tactic/omega/prove_unsats.lean : line 1 : ERR_MOD : Module docstring missing, or too late
src/tactic/omega/term.lean : line 1 : ERR_COP : Malformed or missing copyright header
src/tactic/omega/term.lean : line 1 : ERR_MOD : Module docstring missing, or too late
src/tactic/push_neg.lean : line 12 : ERR_MOD : Module docstring missing, or too late
src/tactic/restate_axiom.lean : line 9 : ERR_MOD : Module docstring missing, or too late
src/tactic/rewrite_all/basic.lean : line 9 : ERR_MOD : Module docstring missing, or too late
src/tactic/rewrite.lean : line 9 : ERR_MOD : Module docstring missing, or too late
src/tactic/show_term.lean : line 8 : ERR_MOD : Module docstring missing, or too late
src/tactic/simpa.lean : line 8 : ERR_MOD : Module docstring missing, or too late
src/tactic/slice.lean : line 8 : ERR_MOD : Module docstring missing, or too late
src/tactic/split_ifs.lean : line 10 : ERR_MOD : Module docstring missing, or too late
src/tactic/squeeze.lean : line 9 : ERR_MOD : Module docstring missing, or too late
src/tactic/subtype_instance.lean : line 10 : ERR_MOD : Module docstring missing, or too late
src/tactic/tauto.lean : line 8 : ERR_MOD : Module docstring missing, or too late
src/tactic/tfae.lean : line 13 : ERR_MOD : Module docstring missing, or too late
src/tactic/tidy.lean : line 10 : ERR_MOD : Module docstring missing, or too late
src/tactic/transfer.lean : line 6 : ERR_MOD : Module docstring missing, or too late
src/tactic/transform_decl.lean : line 9 : ERR_MOD : Module docstring missing, or too late
src/tactic/trunc_cases.lean : line 9 : ERR_MOD : Module docstring missing, or too late
src/tactic/wlog.lean : line 10 : ERR_MOD : Module docstring missing, or too late
src/topology/algebra/floor_ring.lean : line 12 : ERR_MOD : Module docstring missing, or too late
src/topology/algebra/group_completion.lean : line 10 : ERR_MOD : Module docstring missing, or too late
src/topology/algebra/group.lean : line 14 : ERR_MOD : Module docstring missing, or too late
src/topology/algebra/monoid.lean : line 12 : ERR_MOD : Module docstring missing, or too late
src/topology/algebra/open_subgroup.lean : line 10 : ERR_MOD : Module docstring missing, or too late
src/topology/algebra/polynomial.lean : line 12 : ERR_MOD : Module docstring missing, or too late
src/topology/algebra/ring.lean : line 11 : ERR_MOD : Module docstring missing, or too late
src/topology/algebra/uniform_ring.lean : line 11 : ERR_MOD : Module docstring missing, or too late
src/topology/bases.lean : line 10 : ERR_MOD : Module docstring missing, or too late
src/topology/basic.lean : line 9 : ERR_MOD : Module docstring missing, or too late
src/topology/category/Top/adjunctions.lean : line 9 : ERR_MOD : Module docstring missing, or too late
src/topology/category/Top/basic.lean : line 10 : ERR_MOD : Module docstring missing, or too late
src/topology/category/TopCommRing.lean : line 10 : ERR_MOD : Module docstring missing, or too late
src/topology/category/Top/epi_mono.lean : line 9 : ERR_MOD : Module docstring missing, or too late
src/topology/category/Top/limits.lean : line 10 : ERR_MOD : Module docstring missing, or too late
src/topology/category/Top/open_nhds.lean : line 9 : ERR_MOD : Module docstring missing, or too late
src/topology/compact_open.lean : line 12 : ERR_MOD : Module docstring missing, or too late
src/topology/homeomorph.lean : line 8 : ERR_MOD : Module docstring missing, or too late
src/topology/instances/complex.lean : line 11 : ERR_MOD : Module docstring missing, or too late
src/topology/instances/nnreal.lean : line 9 : ERR_MOD : Module docstring missing, or too late
src/topology/list.lean : line 11 : ERR_MOD : Module docstring missing, or too late
src/topology/metric_space/basic.lean : line 15 : ERR_MOD : Module docstring missing, or too late
src/topology/separation.lean : line 10 : ERR_MOD : Module docstring missing, or too late
src/topology/sheaves/stalks.lean : line 11 : ERR_MOD : Module docstring missing, or too late
